OBJECTID_12,Join_Count,TARGET_FID,OBJECTID,PRI_NEIGH_,PRI_NEIGH,SEC_NEIGH_,SEC_NEIGH,f1,f2,f3,f4,f5,f6,objectid_1,pri_neigh_1,excel_id,ID,Case_Number,Date_,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,X_Coordinate,Y_Coordinate,Year_,Updated_On,Latitude,Longitude,Location,Shape_Length,Shape_Area
183,178,183,110,085,Humboldt Park, , ,0.601260890000000,36.929656559999998,29245.311487480001000,265000,Humboldt Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269585&regionType=8&service=chart,116,Humboldt Park,{6A7DBE14-A48E-41B1-B192-AE83B9F9406E},10181453,HY369500,08/04/2015 11:57:00 PM,037XX W THOMAS ST,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1112,11,27,23,3,1151411,1907038,2015,08/11/2015 01:05:14 PM,41.900795486000000,-87.719301548999994,"(41.900795486, -87.719301549)",31943.866638844444000,56704299.118299231000000
184,0,184,112,091,Irving Woods, , ,0.000000000000000,0.000000000000000,0.000000000000000,340000,Irving Woods,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403281&regionType=8&service=chart,27,Irving Woods,{C6C3FB99-B5BB-48BF-AF73-D85FFBE1F1D6},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,17248.707565933637000,10994720.027908431000000
185,4,185,115,135,Norwood Park East, , ,0.196510800000000,31.594476820000001,53936.262370060002000,273000,Norwood Park East,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269602&regionType=8&service=chart,201,Norwood Park East,{46D8B3A9-8A7A-4595-A912-B791A3C68CBF},10156882,HY345881,07/15/2015 01:40:00 AM,063XX W RAVEN ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1611,16,45,10,3,1132950,1940794,2015,07/22/2015 12:41:19 PM,41.993768178000003,-87.786319790999997,"(41.993768178, -87.786319791)",26411.042465394297000,29965545.376666836000000
186,0,186,116,136,Norwood Park West, , ,0.000000000000000,0.000000000000000,0.000000000000000,267000,Norwood Park West,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403276&regionType=8&service=chart,9,Norwood Park West,{21207B43-63FC-4BAE-9407-C49E9477DD69},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,18766.302719771698000,21810203.227692869000000
187,10,187,117,137,Oakland, , ,0.825226490000000,34.761903609999997,10513.500657950000000,0,Oakland,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=274850&regionType=8&service=chart,36,Oakland,{8B00838C-D40A-4535-A280-F150CA2C0DBB},10176515,HY364237,08/01/2015 04:09:00 AM,039XX S LAKE PARK AVE,334,ROBBERY,ARMED: HANDGUN,STREET,false,false,212,2,4,36,3,1183040,1879614,2015,08/08/2015 12:41:58 PM,41.824862646000000,-87.603982990000006,"(41.824862646, -87.60398299)",14639.528721388650000,7655172.997118010200000
188,3,188,79,138,O'Hare, , ,0.614295700000000,34.391142119999998,43930.000000000000000,88000,O'Hare,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269603&regionType=8&service=chart,159,O'Hare,{AB7C7ADE-DA88-45EA-824B-76A7FB2B7139},10016294,HY205771,04/01/2015 12:50:00 AM,054XX N EAST RIVER RD,320,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,1614,16,41,76,3,1116673,1935063,2015,04/08/2015 01:02:29 PM,41.978311349000002,-87.846314645000007,"(41.978311349, -87.846314645)",39483.825703550952000,23820795.347642932000000
189,6,189,80,134,North Park, , ,0.433109340000000,32.722165629999999,49853.353385779999000,390000,North Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=276477&regionType=8&service=chart,12,North Park,{9E04F90F-152E-4972-B640-3A8FC3EFA38D},10122078,HY311115,06/19/2015 12:45:00 PM,051XX N KIMBALL AVE,320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,false,1713,17,39,13,3,1152818,1934277,2015,06/26/2015 12:42:22 PM,41.975513655000000,-87.713410003000007,"(41.975513655, -87.713410003)",17256.090229636044000,14274869.905032219000000
190,25,190,82,050,East Ukrainian Village, , ,0.000000000000000,0.000000000000000,0.000000000000000,460100,East Ukrainian Village,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403311&regionType=8&service=chart,3,East Ukrainian Village,{1F721A31-89DA-404E-A663-B1E5E381A226},10179262,HY367088,08/03/2015 10:30:00 AM,016XX W CORTEZ ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,true,false,1213,12,1,24,3,1165459,1907191,2015,08/10/2015 12:52:15 PM,41.900927823000004,-87.667697962000005,"(41.900927823, -87.667697962)",10620.662884111587000,7050048.468901805600000
191,2,191,84,056,Edison Park, , ,0.217092400000000,31.171943679999998,55502.297515999999000,291000,Edison Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269579&regionType=8&service=chart,206,Edison Park,{3346903D-4A9D-4AEA-8AA0-72BB60B9E54E},10132143,HY320740,06/29/2015 01:05:00 PM,066XX N NORTHWEST HWY,320,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,true,false,1612,16,41,9,3,1125324,1943552,2015,07/21/2015 12:47:18 PM,42.001466641999997,-87.814310452000001,"(42.001466642, -87.814310452)",24501.660973632253000,30933127.706876166000000
192,49,192,85,058,Fernwood, , ,0.000000000000000,0.000000000000000,0.000000000000000,136500,Fernwood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403377&regionType=8&service=chart,213,Fernwood,{C30B4F1F-8076-42D5-9DA9-C91C1EB44A44},10168084,HY356717,07/26/2015 05:40:00 PM,007XX W 103RD ST,320,ROBBERY,ATTEMPT: ARMED-HANDGUN,SMALL RETAIL STORE,false,false,2232,22,34,49,3,1173406,1836523,2015,08/02/2015 12:38:55 PM,41.706834794000002,-87.640600277999994,"(41.706834794, -87.640600278)",21520.092804350512000,28834226.352983698000000
193,18,193,86,059,Fifth City, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Fifth City,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403319&regionType=8&service=chart,66,Fifth City,{D38A0B18-E71F-41AF-AA90-8B1E925EF6C4},10178254,HY366567,08/02/2015 09:10:00 PM,0000X S HOMAN AVE,312,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1124,11,28,27,3,1153764,1899763,2015,08/09/2015 12:45:24 PM,41.880785629999998,-87.710852626999994,"(41.88078563, -87.710852627)",10184.842810831275000,6558308.832173985400000
194,5,194,87,060,Ford City, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Ford City,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403338&regionType=8&service=chart,97,Ford City,{7292F8F4-33AC-4F36-BAD8-F3F2925D6496},9874519,HX525488,11/30/2014 05:43:00 PM,076XX S CICERO AVE,330,ROBBERY,AGGRAVATED,OTHER,true,false,833,8,13,65,3,1145766,1853739,2014,12/20/2014 12:39:03 PM,41.754644364000001,-87.741385132999994,"(41.754644364, -87.741385133)",19653.966224040985000,22730594.525081746000000
195,0,195,88,061,Forest Glen, , ,0.101652650000000,32.413018010000002,70801.690583629999000,0,Forest Glen,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269580&regionType=8&service=chart,152,Forest Glen,{4CE843FD-8849-4FC3-9A87-F673DFEC93FB},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,8987.532818459660100,4982462.438043316800000
196,17,196,205,131,North Center, , ,0.557401500000000,34.555115299999997,54387.513878969999000,436800,North Center,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269600&regionType=8&service=chart,177,North Center,{03E9765A-485D-4811-9157-FE4476C89649},10164830,HY353241,07/24/2015 04:00:00 AM,040XX N LINCOLN AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,false,false,1911,19,47,5,3,1162048,1927122,2015,07/31/2015 12:37:58 PM,41.955691702000003,-87.679668695000004,"(41.955691702, -87.679668695)",18597.696366498138000,21224279.158128876000000
197,4,197,206,169,Roscoe Village,101,Lake View,0.000000000000000,0.000000000000000,0.000000000000000,409300,Roscoe Village,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403292&regionType=8&service=chart,214,Roscoe Village,{597407C1-96AB-4178-A027-893CEB3C5A17},10172508,HY360244,07/29/2015 01:00:00 AM,020XX W ROSCOE ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1921,19,32,5,3,1162380,1922618,2015,08/05/2015 12:40:02 PM,41.943325532000003,-87.678574683999997,"(41.943325532, -87.678574684)",14854.450469248057000,12258295.782611189000000
198,4,198,207,084,Horner Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10138576,HY326455,07/03/2015 08:20:00 PM,039XX N WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1921,19,47,5,3,1159625,1926311,2015,07/10/2015 12:39:13 PM,41.953516641999997,-87.688598603000003,"(41.953516642, -87.688598603)",15949.309425765905000,8793919.956878883800000
199,33,199,208,095,Jeffery Manor, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10172914,HY360665,07/29/2015 03:30:00 PM,021XX E 99TH ST,320,ROBBERY,ARMED: HANDGUN,STREET,false,false,431,4,7,51,3,1192020,1839789,2015,08/05/2015 12:40:02 PM,41.715365920000004,-87.572331332000005,"(41.71536592, -87.572331332)",15987.915531660436000,15201052.699650407000000
200,15,200,209,183,South Deering, , ,0.250386600000000,42.056780150000002,36176.803243310002000,147900,South Deering,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=140440&regionType=8&service=chart,19,South Deering,{6D5F97C4-CD96-4F99-93F0-150BC0E44BA8},10177160,HY365194,08/01/2015 07:00:00 PM,025XX E 106TH ST,320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,false,false,434,4,10,51,3,1194580,1835181,2015,08/08/2015 12:41:58 PM,41.702658636999999,-87.563106551999994,"(41.702658637, -87.563106552)",30104.388504393042000,30245503.842178192000000
201,104,201,218,186,South Loop, , ,0.000000000000000,0.000000000000000,0.000000000000000,317100,South Loop,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269607&regionType=8&service=chart,122,South Loop,{3977F8CF-6ACD-4F9B-BF79-78D387A32378},10179568,HY367844,08/02/2015 07:01:00 PM,0000X E CERMAK RD,320,ROBBERY,STRONGARM - NO WEAPON,GROCERY FOOD STORE,false,false,131,1,2,33,3,1177505,1889812,2015,08/09/2015 12:45:24 PM,41.852973865999999,-87.623980114999995,"(41.852973866, -87.623980115)",58152.273102023275000,54233685.466998585000000
202,480,202,223,057,Englewood, , ,0.646374780000000,41.653695079999999,20690.536138750002000,47000,Englewood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=138261&regionType=8&service=chart,110,Englewood,{27429737-4F94-4F99-A5C1-9025EE1285EF},10182641,HY369017,08/04/2015 04:16:00 PM,003XX W 64TH ST,330,ROBBERY,ARMED: HANDGUN,HOSPITAL BUILDING/GROUNDS,false,false,722,7,20,68,3,1175121,1862548,2015,08/11/2015 01:05:14 PM,41.778212666999998,-87.633544994999994,"(41.778212667, -87.633544995)",46625.330640998865000,135879921.189503430000000
203,177,203,225,009,Back of the Yards, , ,0.000000000000000,0.000000000000000,0.000000000000000,170000,Back of the Yards,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403146&regionType=8&service=chart,117,Back of the Yards,{12B88975-FC5D-4FE9-A7FA-B63C69AEB399},10180640,HY368680,08/04/2015 12:10:00 PM,047XX S ASHLAND AVE,320,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,933,9,20,61,3,1166514,1873142,2015,08/11/2015 01:05:14 PM,41.807471747999998,-87.664796605000006,"(41.807471748, -87.664796605)",57353.910896574278000,109515104.319757690000000
204,6,204,226,189,Stateway Gardens, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Stateway Gardens,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403347&regionType=8&service=chart,176,Stateway Gardens,{7EC80D36-2606-40CC-9D58-9B18FBCDC1FD},10055525,HY244599,05/02/2015 12:30:00 PM,036XX S STATE ST,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,213,2,3,35,3,1176845,1881119,2015,05/09/2015 12:54:37 PM,41.829134555000003,-87.626665017999997,"(41.829134555, -87.626665018)",7533.568129486013300,2960946.820885085000000
205,3,205,227,202,Wentworth Gardens, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},10161353,HY350384,07/21/2015 11:50:00 PM,037XX S WELLS ST,320,ROBBERY,STRONGARM - NO WEAPON,CHA PARKING LOT/GROUNDS,false,false,915,9,3,34,3,1175296,1880149,2015,07/28/2015 12:43:41 PM,41.826507616999997,-87.632377223999995,"(41.826507617, -87.632377224)",5737.326657852501700,2046087.015735196200000
206,108,206,141,216,West Town, , ,0.665115570000000,30.569429029999998,45141.777922840003000,371500,West Town,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269615&regionType=8&service=chart,134,West Town,{FF915C66-209F-4917-9ACB-166C9CE25E89},10178275,HY366641,08/02/2015 11:00:00 PM,021XX W HURON ST,334,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1221,12,1,24,3,1162176,1904618,2015,08/09/2015 12:45:24 PM,41.893936574999998,-87.679828635999996,"(41.893936575, -87.679828636)",36017.841671748603000,59772283.690420955000000
207,67,207,142,217,West Woodlawn, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,West Woodlawn,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403353&regionType=8&service=chart,221,West Woodlawn,{A380CB12-D7C6-4793-919C-3AA3D9A80EBC},10179835,HY368218,08/04/2015 01:00:00 AM,061XX S EVANS AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,313,3,20,42,3,1182319,1864425,2015,08/11/2015 01:05:14 PM,41.783199562000000,-87.607098934000007,"(41.783199562, -87.607098934)",14573.994223847594000,12273017.034649381000000
208,47,208,143,218,Wicker Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,459700,Wicker Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=7930&regionType=8&service=chart,207,Wicker Park,{BB660DC6-E876-40A7-9518-0141F5BB4458},10173701,HY360919,07/29/2015 05:45:00 PM,015XX N MILWAUKEE AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,false,false,1424,14,1,24,3,1163007,1910470,2015,08/05/2015 12:40:02 PM,41.909977492000003,-87.676612117000005,"(41.909977492, -87.676612117)",15953.126929151846000,14137027.036892144000000
209,0,209,144,052,Edgebrook, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Edgebrook,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=51847&regionType=8&service=chart,31,Edgebrook,{867F0ADD-392F-42BA-987B-A538879957B5},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,24335.833483516253000,15704517.722571826000000
210,0,210,145,219,Wildwood, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Wildwood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403275&regionType=8&service=chart,39,Wildwood,{36DC3DAD-CED3-430B-B088-8690F2D07324},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,20829.721423029889000,16033683.434230791000000
211,24,211,148,222,Wrightwood, , ,0.000000000000000,0.000000000000000,0.000000000000000,243000,Wrightwood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403151&regionType=8&service=chart,218,Wrightwood,{8FB70BEE-935A-45EA-BD45-38F19A1B0186},10174632,HY362326,07/30/2015 06:30:00 PM,029XX W 87TH ST,320,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,835,8,18,70,3,1158501,1846827,2015,08/06/2015 02:45:40 PM,41.735426803999999,-87.694902610000000,"(41.735426804, -87.69490261)",24881.141303920962000,33932355.592463560000000
212,15,212,149,223,Wrightwood Neighbors, , ,0.000000000000000,0.000000000000000,0.000000000000000,454600,Wrightwood Neighbors,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403307&regionType=8&service=chart,217,Wrightwood Neighbors,{A0CC8DA8-E475-48C9-A2DD-E80BC606B579},10136886,HY324099,07/01/2015 10:55:00 PM,027XX N MILDRED AVE,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,1935,19,43,7,3,1169841,1918567,2015,07/08/2015 12:38:00 PM,41.932049751000001,-87.651270328999999,"(41.932049751, -87.651270329)",13223.097118933350000,10489995.971261460000000
213,11,213,150,177,Sheffield Neighbors, , ,0.000000000000000,0.000000000000000,0.000000000000000,480400,Sheffield Neighbors,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403306&regionType=8&service=chart,209,Sheffield Neighbors,{4DB24F4E-93BE-4C25-B3B5-C19CFE31A4EA},10177468,HY365612,08/02/2015 04:15:00 AM,009XX W FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1812,18,43,7,3,1169801,1916107,2015,08/09/2015 12:45:24 PM,41.925300266000001,-87.651489212000001,"(41.925300266, -87.651489212)",16248.008185967738000,12261408.553650111000000
214,42,214,151,098,Kenwood, , ,0.665382320000000,31.717931000000000,44774.425325260003000,130000,Kenwood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=274178&regionType=8&service=chart,6,Kenwood,{A46F6CF4-47C2-4C32-AD26-77C44AF2E48A},10166504,HY354682,07/25/2015 03:00:00 AM,050XX S DORCHESTER AVE,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,222,2,4,39,3,1186364,1872083,2015,08/01/2015 12:40:27 PM,41.804118997000003,-87.592026723999993,"(41.804118997, -87.592026724)",13543.627050089137000,10792770.867899578000000
215,18,215,153,053,Edgewater, , ,0.686005700000000,38.079817960000000,32191.684884819999000,319400,Edgewater,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269578&regionType=8&service=chart,199,Edgewater,{C178F23D-CA46-4FFE-AEE7-45C6641B9DD0},10167931,HY356473,07/26/2015 02:07:00 PM,061XX N BROADWAY,320,ROBBERY,STRONGARM - NO WEAPON,DRUG STORE,false,false,2433,24,48,77,3,1167234,1940745,2015,08/02/2015 12:38:55 PM,41.992963508000003,-87.660210389000000,"(41.992963508, -87.660210389)",36423.687130905120000,16039819.538183549000000
216,2,216,154,114,Magnolia Glen,053,Edgewater,0.000000000000000,0.000000000000000,0.000000000000000,232000,Magnolia Glen,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403259&regionType=8&service=chart,46,Magnolia Glen,{C923BD94-4689-4486-B499-F00FCDFA73D0},9919518,HY108505,01/09/2015 12:02:00 AM,012XX W THORNDALE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2013,20,48,77,3,1166637,1939688,2015,01/16/2015 12:48:48 PM,41.990075930000003,-87.662436821000000,"(41.99007593, -87.662436821)",9193.935443775233600,4045470.198916698800000
217,23,217,156,139,Old Irving Park, , ,0.000000000000000,0.000000000000000,0.000000000000000,270000,Old Irving Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403288&regionType=8&service=chart,197,Old Irving Park,{989144D4-1BAB-44A5-9890-B8A7F45C4F4A},10164701,HY353099,07/23/2015 11:49:00 PM,041XX W BERTEAU AVE,313,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1722,17,39,16,3,1147834,1927547,2015,07/30/2015 12:40:59 PM,41.957143551999998,-87.731911823000004,"(41.957143552, -87.731911823)",22377.248488654310000,29033744.235549964000000
218,1,218,217,087,Ickes Praire Homes, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,,,0,,{00000000-0000-0000-0000-000000000000},9836009,HX485298,10/28/2014 10:30:00 AM,026XX S STATE ST,0,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,133,1,3,35,3,1176676,1887066,2014,11/04/2014 12:43:25 PM,41.845457396999997,-87.627105667999999,"(41.845457397, -87.627105668)",4547.529768569114800,1228594.884264509200000
219,0,219,220,125,Mount Greenwood Heights,124,Mount Greenwood,0.000000000000000,0.000000000000000,0.000000000000000,0,Mount Greenwood Heights,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403369&regionType=8&service=chart,178,Mount Greenwood Heights,{86458CF8-2C2D-4F3D-B304-F7B0E982CC92},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,8626.156195044144600,4374049.877682952200000
220,57,220,210,027,Burnside, , ,0.333333330000000,43.423497269999999,34853.000000000000000,175000,Burnside,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=137634&regionType=8&service=chart,215,Burnside,{D807A3AB-BF39-4C3A-A4A8-BCA4401CBB71},10174925,HY362801,07/31/2015 03:50:00 AM,087XX S COTTAGE GROVE AVE,320,ROBBERY,ARMED: HANDGUN,GAS STATION,false,false,632,6,8,44,3,1183130,1847252,2015,08/07/2015 01:50:21 PM,41.736056279000003,-87.604658892000003,"(41.736056279, -87.604658892)",23826.562720316932000,34158561.647065945000000
221,41,221,211,205,West Chesterfield, , ,0.000000000000000,0.000000000000000,0.000000000000000,185000,West Chesterfield,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403361&regionType=8&service=chart,33,West Chesterfield,{130958D2-9323-4B27-9F52-1AE8C408B304},10178348,HY366768,08/03/2015 03:00:00 AM,092XX S INDIANA AVE,326,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,633,6,6,49,3,1179265,1843446,2015,08/10/2015 12:52:15 PM,41.725701070000000,-87.618934487999994,"(41.72570107, -87.618934488)",16256.069117431642000,14893317.912710607000000
222,51,222,212,171,Rosemoor, , ,0.000000000000000,0.000000000000000,0.000000000000000,163600,Rosemoor,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403379&regionType=8&service=chart,219,Rosemoor,{112586BA-A574-4A3F-9A15-32E8A40631CC},10176376,HY364086,07/31/2015 09:00:00 PM,104XX S COTTAGE GROVE AVE,320,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,512,5,9,50,3,1182561,1836119,2015,08/07/2015 01:50:21 PM,41.705519178999999,-87.607087559999997,"(41.705519179, -87.60708756)",24344.543928145427000,32045723.876940574000000
223,15,223,216,034,Chinatown,186,South Loop,0.000000000000000,0.000000000000000,0.000000000000000,0,Chinatown,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=137799&regionType=8&service=chart,52,Chinatown,{9F1245A7-370F-4D79-A06E-6CCCB71DC164},10142231,HY331584,07/07/2015 05:20:00 PM,003XX W 24TH ST,330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,914,9,25,34,3,1174227,1888414,2015,07/14/2015 12:41:13 PM,41.849211324999999,-87.636052993999996,"(41.849211325, -87.636052994)",9260.544209195226400,4899575.621222274400000
224,2,224,219,124,Mount Greenwood, , ,0.116552740000000,33.363342070000002,57593.593065449997000,235000,Mount Greenwood,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269596&regionType=8&service=chart,150,Mount Greenwood,{B44405C8-5F87-403B-8296-9BE9C93E69B9},10034904,HY224098,04/16/2015 11:40:00 AM,032XX W 109TH ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,2211,22,19,74,3,1156880,1832201,2015,04/23/2015 12:42:02 PM,41.695323309000003,-87.701234760000006,"(41.695323309, -87.70123476)",47309.234754350371000,64344161.473929778000000
225,0,225,221,192,Tally's Corner, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,Tally's Corner,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403370&regionType=8&service=chart,82,Tally's Corner,{AFB4BC5B-1EB5-46F5-959A-1C954E632CEA},0,,,,0,,,,,,0,0,0,0,0,0,0,0,,0.000000000000000,0.000000000000000,,10642.685758163398000,6861437.793482490800000
226,10,226,222,031,Canaryville, , ,0.000000000000000,0.000000000000000,0.000000000000000,280000,Canaryville,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403340&regionType=8&service=chart,24,Canaryville,{1330B2AB-9321-4622-8B7C-62BBD7377C02},10167292,HY355776,07/25/2015 10:15:00 PM,039XX S NORMAL AVE,330,ROBBERY,AGGRAVATED,SIDEWALK,true,false,925,9,11,61,3,1173654,1878713,2015,08/01/2015 12:40:27 PM,41.822603708000003,-87.638443976000005,"(41.822603708, -87.638443976)",17879.401248106304000,16755387.042840848000000
227,43,227,224,062,Fuller Park, , ,0.639683560000000,34.613019999999999,19246.317917240001000,0,Fuller Park,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=269581&regionType=8&service=chart,73,Fuller Park,{3EA95370-BFD8-4316-B789-21265854745D},10175080,HY362868,07/31/2015 06:50:00 AM,054XX S WELLS ST,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,GAS STATION,true,false,935,9,3,37,3,1175513,1868538,2015,08/07/2015 01:50:21 PM,41.794641091999999,-87.631928771000005,"(41.794641092, -87.631928771)",24104.392644807249000,14264893.606448205000000
228,24,228,228,167,The Robert Taylor Homes, , ,0.000000000000000,0.000000000000000,0.000000000000000,0,The Robert Taylor Homes,http://www.zillow.com/app?chartType=home_ownVsRent&graphType=barChart&regionId=403350&regionType=8&service=chart,84,The Robert Taylor Homes,{934F3C15-454C-48E2-A658-DD4B2738A201},10165198,HY353341,07/24/2015 05:30:00 AM,047XX S STATE ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,224,2,3,38,3,1177025,1873802,2015,07/31/2015 12:37:58 PM,41.809052016000003,-87.626225534000000,"(41.809052016, -87.626225534)",23873.602171029968000,14024338.914434239000000
